Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,sample,mean,std,Z-score
bin_21,Pseudomonadales,bin.21_01269,PF10588,NADH-ubiquinone oxidoreductase-G iron-sulfur binding region,IPR019574,"NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding",GO:0016491,NODE_945_length_70354_cov_11.262465_15,0.003465568,35.19965338,2885,bin_21,0.004432167,0.003359567,-0.287715433
bin_21,Pseudomonadales,bin.21_01269,PF04879,Molybdopterin oxidoreductase Fe4S4 domain,IPR006963,"Molybdopterin oxidoreductase, 4Fe-4S domain",GO:0016491,NODE_945_length_70354_cov_11.262465_15,0.003465568,35.19965338,2885,bin_21,0.004432167,0.003359567,-0.287715433
bin_21,Pseudomonadales,bin.21_01269,PF13510,2Fe-2S iron-sulfur cluster binding domain,-,-,,NODE_945_length_70354_cov_11.262465_15,0.003465568,35.19965338,2885,bin_21,0.004432167,0.003359567,-0.287715433
bin_21,Pseudomonadales,bin.21_01269,PF01568,Molydopterin dinucleotide binding domain,IPR006657,Molybdopterin dinucleotide-binding domain,GO:0016491|GO:0043546,NODE_945_length_70354_cov_11.262465_15,0.003465568,35.19965338,2885,bin_21,0.004432167,0.003359567,-0.287715433
bin_21,Pseudomonadales,bin.21_01269,PF13187,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_945_length_70354_cov_11.262465_15,0.003465568,35.19965338,2885,bin_21,0.004432167,0.003359567,-0.287715433
bin_80,Rhodobacterales,bin.80_02457,PF01641,SelR domain,IPR002579,Peptide methionine sulphoxide reductase MrsB,GO:0033743,NODE_63257_length_5734_cov_6.099842_6,0.003463943,20.96868009,447,bin_80,0.004432167,0.003359567,-0.288199127
bin_91,Gemmatimonadetes,bin.91_01620,PF00881,Nitroreductase family,IPR029479,Nitroreductase,-,NODE_7519_length_22521_cov_22.335663_4,0.003462964,55.63407407,675,bin_91,0.004432167,0.003359567,-0.288490533
bin_105,Parvibaculales,bin.105_02438,PF04325,Protein of unknown function (DUF465),IPR007420,Protein of unknown function DUF465,-,NODE_549160_length_1586_cov_4.687133_2,0.003459289,16.44444444,225,bin_105,0.004432167,0.003359567,-0.289584424
bin_39,Mycobacteriales,bin.39_03060,PF00496,"Bacterial extracellular solute-binding proteins, family 5 Middle",IPR000914,Solute-binding protein family 5 domain,-,NODE_5671_length_26654_cov_26.729050_20,0.003458433,65.03197158,1689,bin_39,0.004432167,0.003359567,-0.289839219
bin_221,Rhizobiales,bin.221_01582,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_3418_length_36117_cov_7.843714_34,0.003450845,23.51256281,796,bin_221,0.004432167,0.003359567,-0.292097843
bin_210,Euzebyales,bin.210_00486,PF01791,DeoC/LacD family aldolase,IPR002915,DeoC/FbaB/LacD aldolase,GO:0016829,NODE_399_length_105561_cov_34.523771_42,0.003448034,86.13584117,957,bin_210,0.004432167,0.003359567,-0.292934558
bin_49,Thalassobaculales,bin.49_03938,PF10262,Rdx family,IPR011893,"Selenoprotein, Rdx-type",-,NODE_129514_length_3751_cov_4.776515_2,0.003445591,13.46527778,288,bin_49,0.004432167,0.003359567,-0.293661735
bin_35,Euzebyales,bin.35_02417,PF01699,Sodium/calcium exchanger protein,IPR004837,Sodium/calcium exchanger membrane region,GO:0016021|GO:0055085,NODE_27015_length_9807_cov_14.607260_9,0.003441163,50.44249513,1026,bin_35,0.004432167,0.003359567,-0.294979762
bin_35,Euzebyales,bin.35_02417,PF01699,Sodium/calcium exchanger protein,IPR004837,Sodium/calcium exchanger membrane region,GO:0016021|GO:0055085,NODE_27015_length_9807_cov_14.607260_9,0.003441163,50.44249513,1026,bin_35,0.004432167,0.003359567,-0.294979762
bin_210,Euzebyales,bin.210_00010,PF01565,FAD binding domain,IPR006094,"FAD linked oxidase, N-terminal",GO:0016491|GO:0050660,NODE_232_length_135681_cov_31.953881_11,0.003438111,79.21870605,1422,bin_210,0.004432167,0.003359567,-0.295888213
bin_210,Euzebyales,bin.210_00010,PF08031,Berberine and berberine like,IPR012951,Berberine/berberine-like,GO:0016491|GO:0050660,NODE_232_length_135681_cov_31.953881_11,0.003438111,79.21870605,1422,bin_210,0.004432167,0.003359567,-0.295888213
bin_227,Acidimicrobiales,bin.227_01547,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_538_length_90983_cov_19.653726_62,0.003435528,70.59121061,1206,bin_227,0.004432167,0.003359567,-0.296657062
bin_227,Acidimicrobiales,bin.227_01547,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_538_length_90983_cov_19.653726_62,0.003435528,70.59121061,1206,bin_227,0.004432167,0.003359567,-0.296657062
bin_227,Acidimicrobiales,bin.227_01547,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_538_length_90983_cov_19.653726_62,0.003435528,70.59121061,1206,bin_227,0.004432167,0.003359567,-0.296657062
bin_49,Thalassobaculales,bin.49_00284,PF05138,Phenylacetic acid catabolic protein,IPR007814,"1,2-phenylacetyl-CoA epoxidase, subunit A/C",GO:0010124,NODE_7072_length_23350_cov_7.720884_14,0.003422886,22.94974359,975,bin_49,0.004432167,0.003359567,-0.300420046
bin_173,Pseudomonadales,bin.173_03909,PF02798,"Glutathione S-transferase, N-terminal domain",IPR004045,"Glutathione S-transferase, N-terminal",GO:0005515|GO:0006749,NODE_86562_length_4759_cov_25.424320_2,0.003419662,45.99407407,675,bin_173,0.004432167,0.003359567,-0.301379694
bin_19,J058,bin.19_02539,PF00885,"6,7-dimethyl-8-ribityllumazine synthase",IPR002180,Lumazine/riboflavin synthase,GO:0009231|GO:0009349,NODE_6078_length_25681_cov_8.630844_16,0.003419579,25.18712274,497,bin_19,0.004432167,0.003359567,-0.301404399
bin_180,Rhodobacterales,bin.180_02177,PF00117,Glutamine amidotransferase class-I,IPR017926,Glutamine amidotransferase,-,NODE_3839_length_33835_cov_65.780107_9,0.003417107,136.0910653,582,bin_180,0.004432167,0.003359567,-0.302140208
bin_52,Euzebyales,bin.52_00206,PF04879,Molybdopterin oxidoreductase Fe4S4 domain,IPR006963,"Molybdopterin oxidoreductase, 4Fe-4S domain",GO:0016491,NODE_3475_length_35730_cov_50.317085_12,0.003412561,100.6873921,579,bin_52,0.004432167,0.003359567,-0.303493359
bin_226,Kiloniellales,bin.226_02764,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_13385_length_15557_cov_8.991549_7,0.003407307,25.74784748,813,bin_226,0.004432167,0.003359567,-0.305057251
bin_60,Sphingomonadales,bin.60_01264,PF00160,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,IPR002130,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,GO:0000413|GO:0003755,NODE_17203_length_13199_cov_14.296333_2,0.003403851,36.16450216,462,bin_60,0.004432167,0.003359567,-0.306085955
bin_221,Rhizobiales,bin.221_04039,PF03401,Tripartite tricarboxylate transporter family receptor,IPR005064,Bordetella uptake gene,-,NODE_74953_length_5185_cov_11.924366_5,0.003396476,35.06976744,1032,bin_221,0.004432167,0.003359567,-0.308281178
bin_74,Pseudomonadales,bin.74_02444,PF02028,"BCCT, betaine/carnitine/choline family transporter",IPR000060,BCCT transporter family,GO:0016020|GO:0022857|GO:0071705,NODE_6787_length_23915_cov_57.791031_17,0.003396459,122.8163134,1557,bin_74,0.004432167,0.003359567,-0.308286238
bin_94,Rhizobiales,bin.94_02652,PF00731,AIR carboxylase,IPR000031,PurE domain,GO:0006189,NODE_101_length_12433_cov_5.627226_2,0.003387053,21.33805668,494,bin_94,0.004432167,0.003359567,-0.311086004
bin_33,Acidimicrobiales,bin.33_02465,PF13458,Periplasmic binding protein,IPR028081,Leucine-binding protein domain,-,NODE_74309_length_5211_cov_296.041117_4,0.003384997,663.8733032,1326,bin_33,0.004432167,0.003359567,-0.311697987
bin_210,Euzebyales,bin.210_00763,PF01061,ABC-2 type transporter,IPR013525,ABC-2 type transporter,GO:0016020,NODE_723_length_79242_cov_30.596095_55,0.003380816,86.31835206,801,bin_210,0.004432167,0.003359567,-0.312942493
bin_39,Mycobacteriales,bin.39_04335,PF01896,DNA primase small subunit,IPR002755,"DNA primase, small subunit",GO:0003896|GO:0006269,NODE_126924_length_3796_cov_23.528736_3,0.003375899,64.21145833,960,bin_39,0.004432167,0.003359567,-0.314406074
bin_31,Sphingomonadales,bin.31_00252,PF00115,Cytochrome C and Quinol oxidase polypeptide I,IPR000883,Cytochrome c oxidase subunit I,GO:0004129|GO:0009060|GO:0016021|GO:0020037,NODE_2765_length_41007_cov_12.206901_22,0.003371355,35.70326643,2541,bin_31,0.004432167,0.003359567,-0.31575863
bin_217,Nitrosococcales,bin.217_00318,PF01895,PhoU domain,IPR026022,PhoU domain,-,NODE_229_length_136740_cov_24.646508_69,0.003361298,60.85338866,723,bin_217,0.004432167,0.003359567,-0.31875217
bin_217,Nitrosococcales,bin.217_00318,PF01895,PhoU domain,IPR026022,PhoU domain,-,NODE_229_length_136740_cov_24.646508_69,0.003361298,60.85338866,723,bin_217,0.004432167,0.003359567,-0.31875217
bin_49,Thalassobaculales,bin.49_03052,PF01451,Low molecular weight phosphotyrosine protein phosphatase,IPR023485,Phosphotyrosine protein phosphatase I,-,NODE_57514_length_6075_cov_7.203488_3,0.003360352,16.93640351,456,bin_49,0.004432167,0.003359567,-0.319033754
bin_133,Mycobacteriales,bin.133_01023,PF02653,Branched-chain amino acid transport system / permease component,IPR001851,"ABC transporter, permease",GO:0016021|GO:0022857|GO:0055085,NODE_1650_length_53611_cov_12.636119_27,0.003359535,47.47115385,1040,bin_133,0.004432167,0.003359567,-0.31927694
bin_225,Sphingomonadales,bin.225_00817,PF00171,Aldehyde dehydrogenase family,IPR015590,Aldehyde dehydrogenase domain,GO:0016491,NODE_44508_length_7117_cov_27.372557_3,0.003353317,39.87250996,1506,bin_225,0.004432167,0.003359567,-0.321127774
bin_93,AC-67,bin.93_00608,PF00497,"Bacterial extracellular solute-binding proteins, family 3",IPR001638,Solute-binding protein  family 3/N-terminal domain of MltF,-,NODE_598_length_86413_cov_8.082737_19,0.003348568,19.57990868,1095,bin_93,0.004432167,0.003359567,-0.322541349
bin_42,Sphingomonadales,bin.42_02388,PF13936,Helix-turn-helix domain,IPR025246,Transposase IS30-like HTH domain,-,NODE_399294_length_1920_cov_7.512064_1,0.00334719,26.82376636,993,bin_42,0.004432167,0.003359567,-0.322951521
bin_35,Euzebyales,bin.35_02315,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_22030_length_11226_cov_17.233730_7,0.003347064,28.44444444,378,bin_35,0.004432167,0.003359567,-0.322989025
bin_173,Pseudomonadales,bin.173_00362,PF13714,Phosphoenolpyruvate phosphomutase,-,-,,NODE_449_length_98965_cov_11.161177_79,0.003343256,41.46083995,881,bin_173,0.004432167,0.003359567,-0.324122505
bin_124,Pseudomonadales,bin.124_03076,PF06429,Flagellar basal body rod FlgEFG protein C-terminal,IPR010930,"Flagellar basal-body/hook protein, C-terminal domain",-,NODE_4782_length_29604_cov_20.125757_18,0.003342439,52.5539281,751,bin_124,0.004432167,0.003359567,-0.324365691
bin_124,Pseudomonadales,bin.124_03076,PF00460,Flagella basal body rod protein,IPR001444,"Flagellar basal body rod protein, N-terminal",-,NODE_4782_length_29604_cov_20.125757_18,0.003342439,52.5539281,751,bin_124,0.004432167,0.003359567,-0.324365691
bin_105,Parvibaculales,bin.105_01029,PF00857,Isochorismatase family,IPR000868,Isochorismatase-like,-,NODE_125648_length_3818_cov_4.198512_3,0.003338229,11.35151515,495,bin_105,0.004432167,0.003359567,-0.325618828
bin_158,Rhizobiales,bin.158_00031,PF03401,Tripartite tricarboxylate transporter family receptor,IPR005064,Bordetella uptake gene,-,NODE_182_length_153114_cov_51.365617_31,0.003336799,109.399005,1005,bin_158,0.004432167,0.003359567,-0.326044479
bin_180,Rhodobacterales,bin.180_01789,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_1927_length_49524_cov_67.269421_8,0.003332327,100.8591549,426,bin_180,0.004432167,0.003359567,-0.327375602
bin_74,Pseudomonadales,bin.74_03575,PF08281,"Sigma-70, region 4",IPR013249,"RNA polymerase sigma factor 70, region 4 type 2",GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987,NODE_25304_length_10251_cov_66.981758_3,0.00332876,171.4879227,1242,bin_74,0.004432167,0.003359567,-0.328437346
bin_74,Pseudomonadales,bin.74_03575,PF04542,Sigma-70 region 2,IPR007627,RNA polymerase sigma-70 region 2,GO:0003700|GO:0006352|GO:0006355,NODE_25304_length_10251_cov_66.981758_3,0.00332876,171.4879227,1242,bin_74,0.004432167,0.003359567,-0.328437346
bin_175,Nitriliruptorales,bin.175_01672,PF02922,Carbohydrate-binding module 48 (Isoamylase N-terminal domain),IPR004193,"Glycoside hydrolase, family 13, N-terminal",GO:0004553|GO:0005975,NODE_4846_length_29359_cov_83.170455_20,0.003322272,210.2331943,2157,bin_175,0.004432167,0.003359567,-0.330368548
bin_175,Nitriliruptorales,bin.175_01672,PF00128,"Alpha amylase, catalytic domain",IPR006047,"Glycosyl hydrolase, family 13, catalytic domain",GO:0003824|GO:0005975,NODE_4846_length_29359_cov_83.170455_20,0.003322272,210.2331943,2157,bin_175,0.004432167,0.003359567,-0.330368548
bin_101,Caulobacterales,bin.101_03771,PF01872,RibD C-terminal domain,IPR002734,"Bacterial bifunctional deaminase-reductase, C-terminal",GO:0008703|GO:0009231,NODE_126058_length_3811_cov_16.007721_5,0.003319065,42.93223443,546,bin_101,0.004432167,0.003359567,-0.331323135
bin_216,Pseudomonadales,bin.216_03895,PF00464,Serine hydroxymethyltransferase,IPR039429,Serine hydroxymethyltransferase-like domain,-,NODE_6606_length_24336_cov_13.849471_3,0.003304718,30.84770785,1287,bin_216,0.004432167,0.003359567,-0.335593625
bin_131,Pseudomonadales,bin.131_01350,PF00115,Cytochrome C and Quinol oxidase polypeptide I,IPR000883,Cytochrome c oxidase subunit I,GO:0004129|GO:0009060|GO:0016021|GO:0020037,NODE_9194_length_19719_cov_41.937144_11,0.003296861,132.3025352,1775,bin_131,0.004432167,0.003359567,-0.33793232
bin_57,Polyangiales,bin.57_05362,PF02803,"Thiolase, C-terminal domain",IPR020617,"Thiolase, C-terminal",GO:0016747,NODE_243509_length_2575_cov_5.187698_1,0.003294964,17.63425129,1162,bin_57,0.004432167,0.003359567,-0.338496976
bin_57,Polyangiales,bin.57_05362,PF00108,"Thiolase, N-terminal domain",IPR020616,"Thiolase, N-terminal",GO:0016747,NODE_243509_length_2575_cov_5.187698_1,0.003294964,17.63425129,1162,bin_57,0.004432167,0.003359567,-0.338496976
bin_29,Gammaproteobacteria,bin.29_01067,PF06831,Formamidopyrimidine-DNA glycosylase H2TH domain,IPR015886,"DNA glycosylase/AP lyase, H2TH DNA-binding",GO:0003684|GO:0003906|GO:0006284|GO:0008270|GO:0016799,NODE_1043_length_66811_cov_24.864297_4,0.003288067,51.32600733,819,bin_29,0.004432167,0.003359567,-0.340549919
bin_29,Gammaproteobacteria,bin.29_01067,PF06827,Zinc finger found in FPG and IleRS,IPR010663,"Zinc finger, FPG/IleRS-type",-,NODE_1043_length_66811_cov_24.864297_4,0.003288067,51.32600733,819,bin_29,0.004432167,0.003359567,-0.340549919
bin_29,Gammaproteobacteria,bin.29_01067,PF01149,Formamidopyrimidine-DNA glycosylase N-terminal domain,IPR012319,"Formamidopyrimidine-DNA glycosylase, catalytic domain",GO:0003906|GO:0006284|GO:0008270|GO:0019104,NODE_1043_length_66811_cov_24.864297_4,0.003288067,51.32600733,819,bin_29,0.004432167,0.003359567,-0.340549919
bin_94,Rhizobiales,bin.94_01318,PF04335,VirB8 protein,IPR007430,Bacterial virulence protein VirB8,GO:0016020,NODE_29_length_28531_cov_7.048816_9,0.003286168,27.36896047,683,bin_94,0.004432167,0.003359567,-0.34111517
bin_101,Caulobacterales,bin.101_00276,PF00171,Aldehyde dehydrogenase family,IPR015590,Aldehyde dehydrogenase domain,GO:0016491,NODE_454_length_98436_cov_21.338948_26,0.003283524,48.02998605,1434,bin_101,0.004432167,0.003359567,-0.341902176
bin_133,Mycobacteriales,bin.133_00124,PF02566,OsmC-like protein,IPR003718,OsmC/Ohr family,-,NODE_165_length_156854_cov_11.134605_124,0.003282413,31.62643678,522,bin_133,0.004432167,0.003359567,-0.342232874
bin_35,Euzebyales,bin.35_01496,PF01053,Cys/Met metabolism PLP-dependent enzyme,IPR000277,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",GO:0019346|GO:0030170,NODE_9278_length_19594_cov_17.600696_14,0.00328236,45.76798144,1293,bin_35,0.004432167,0.003359567,-0.342248649
bin_39,Mycobacteriales,bin.39_03144,PF00860,Permease family,IPR006043,Xanthine/uracil/vitamin C permease,GO:0016020|GO:0022857|GO:0055085,NODE_5816_length_26279_cov_26.463202_18,0.003282255,64.22085386,1218,bin_39,0.004432167,0.003359567,-0.342279904
bin_101,Caulobacterales,bin.101_00692,PF01408,"Oxidoreductase family, NAD-binding Rossmann fold",IPR000683,"Gfo/Idh/MocA-like oxidoreductase, N-terminal",GO:0000166,NODE_1151_length_63926_cov_25.124188_44,0.003278448,44.54500978,1022,bin_101,0.004432167,0.003359567,-0.343413085
bin_101,Caulobacterales,bin.101_00692,PF02894,"Oxidoreductase family, C-terminal alpha/beta domain",IPR004104,"Gfo/Idh/MocA-like oxidoreductase, C-terminal",-,NODE_1151_length_63926_cov_25.124188_44,0.003278448,44.54500978,1022,bin_101,0.004432167,0.003359567,-0.343413085
bin_69,Gemmatimonadetes,bin.69_00786,PF00128,"Alpha amylase, catalytic domain",IPR006047,"Glycosyl hydrolase, family 13, catalytic domain",GO:0003824|GO:0005975,NODE_1608_length_54171_cov_8.443547_20,0.003276723,21.73127753,1816,bin_69,0.004432167,0.003359567,-0.343926544
bin_69,Gemmatimonadetes,bin.69_00786,PF02922,Carbohydrate-binding module 48 (Isoamylase N-terminal domain),IPR004193,"Glycoside hydrolase, family 13, N-terminal",GO:0004553|GO:0005975,NODE_1608_length_54171_cov_8.443547_20,0.003276723,21.73127753,1816,bin_69,0.004432167,0.003359567,-0.343926544
bin_69,Gemmatimonadetes,bin.69_00786,PF02806,"Alpha amylase, C-terminal all-beta domain",IPR006048,"Alpha-amylase/branching enzyme, C-terminal all beta",GO:0003824|GO:0005975|GO:0043169,NODE_1608_length_54171_cov_8.443547_20,0.003276723,21.73127753,1816,bin_69,0.004432167,0.003359567,-0.343926544
bin_19,J058,bin.19_01877,PF11790,Glycosyl hydrolase catalytic core,IPR024655,"Uncharacterised protein family, glycosyl hydrolase catalytic domain",-,NODE_4534_length_30604_cov_8.613703_8,0.003267175,27.3344519,894,bin_19,0.004432167,0.003359567,-0.346768577
bin_158,Rhizobiales,bin.158_01051,PF12840,Helix-turn-helix domain,-,-,,NODE_748_length_78050_cov_46.544278_36,0.00326673,121.9201183,338,bin_158,0.004432167,0.003359567,-0.346901035
bin_60,Sphingomonadales,bin.60_01955,PF00171,Aldehyde dehydrogenase family,IPR015590,Aldehyde dehydrogenase domain,GO:0016491,NODE_46180_length_6952_cov_11.232275_5,0.003264772,32.42058623,1467,bin_60,0.004432167,0.003359567,-0.347483848
bin_39,Mycobacteriales,bin.39_00316,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_391_length_106693_cov_27.298796_85,0.00324925,73.86125212,1182,bin_39,0.004432167,0.003359567,-0.352104086
bin_39,Mycobacteriales,bin.39_00316,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_391_length_106693_cov_27.298796_85,0.00324925,73.86125212,1182,bin_39,0.004432167,0.003359567,-0.352104086
bin_39,Mycobacteriales,bin.39_00316,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_391_length_106693_cov_27.298796_85,0.00324925,73.86125212,1182,bin_39,0.004432167,0.003359567,-0.352104086
bin_101,Caulobacterales,bin.101_00795,PF01502,Phosphoribosyl-AMP cyclohydrolase,IPR002496,Phosphoribosyl-AMP cyclohydrolase domain,GO:0000105|GO:0004635,NODE_1267_length_60962_cov_21.867158_34,0.003244499,36.47948718,390,bin_101,0.004432167,0.003359567,-0.353518256
bin_66,Acidimicrobiales,bin.66_00209,PF00296,Luciferase-like monooxygenase,IPR011251,Luciferase-like domain,GO:0016705,NODE_31250_length_8930_cov_4.723493_5,0.003242457,22.3078534,955,bin_66,0.004432167,0.003359567,-0.354126073
bin_74,Pseudomonadales,bin.74_00898,PF01472,PUA domain,IPR002478,PUA domain,GO:0003723,NODE_1348_length_58859_cov_57.665448_6,0.003234244,104.2287234,1128,bin_74,0.004432167,0.003359567,-0.356570733
bin_74,Pseudomonadales,bin.74_00898,PF00696,Amino acid kinase family,IPR001048,Aspartate/glutamate/uridylate kinase,-,NODE_1348_length_58859_cov_57.665448_6,0.003234244,104.2287234,1128,bin_74,0.004432167,0.003359567,-0.356570733
bin_226,Kiloniellales,bin.226_02822,PF00464,Serine hydroxymethyltransferase,IPR039429,Serine hydroxymethyltransferase-like domain,-,NODE_15100_length_14379_cov_9.153170_5,0.003232619,24.78511769,1317,bin_226,0.004432167,0.003359567,-0.357054426
bin_189,Rhizobiales,bin.189_00857,PF02607,B12 binding domain,IPR003759,"Cobalamin (vitamin B12)-binding module, cap domain",-,NODE_56292_length_6160_cov_4.440131_5,0.003232195,12.02503682,679,bin_189,0.004432167,0.003359567,-0.357180633
bin_189,Rhizobiales,bin.189_00857,PF02310,B12 binding domain,IPR006158,Cobalamin (vitamin B12)-binding domain,GO:0031419|GO:0046872,NODE_56292_length_6160_cov_4.440131_5,0.003232195,12.02503682,679,bin_189,0.004432167,0.003359567,-0.357180633
bin_105,Parvibaculales,bin.105_02454,PF00163,Ribosomal protein S4/S9 N-terminal domain,IPR001912,"Ribosomal protein S4/S9, N-terminal",GO:0019843,NODE_558467_length_1570_cov_4.408581_1,0.00322258,9.700516351,581,bin_105,0.004432167,0.003359567,-0.360042609
bin_105,Parvibaculales,bin.105_02454,PF01479,S4 domain,IPR002942,RNA-binding S4 domain,GO:0003723,NODE_558467_length_1570_cov_4.408581_1,0.00322258,9.700516351,581,bin_105,0.004432167,0.003359567,-0.360042609
bin_23,Nitriliruptorales,bin.23_03164,PF02627,Carboxymuconolactone decarboxylase family,IPR003779,Carboxymuconolactone decarboxylase-like,GO:0051920,NODE_173_length_7971_cov_60.040284_6,0.003216546,315.578125,384,bin_23,0.004432167,0.003359567,-0.361838673
bin_221,Rhizobiales,bin.221_02646,PF00115,Cytochrome C and Quinol oxidase polypeptide I,IPR000883,Cytochrome c oxidase subunit I,GO:0004129|GO:0009060|GO:0016021|GO:0020037,NODE_7838_length_21891_cov_9.378732_20,0.003211542,32.18095739,1901,bin_221,0.004432167,0.003359567,-0.363328151
bin_129,Rhodobacterales,bin.129_01464,PF12974,"ABC transporter, phosphonate, periplasmic substrate-binding protein",-,-,,NODE_66705_length_5558_cov_12.382700_5,0.003209673,30.20102564,975,bin_129,0.004432167,0.003359567,-0.363884473
bin_94,Rhizobiales,bin.94_03194,PF03459,TOBE domain,IPR005116,"Transport-associated OB, type 1",-,NODE_154_length_7727_cov_5.038170_2,0.003206624,31.87063267,1059,bin_94,0.004432167,0.003359567,-0.36479203
bin_94,Rhizobiales,bin.94_03194,PF17912,MalK OB fold domain,IPR040582,"MalK, OB fold domain",-,NODE_154_length_7727_cov_5.038170_2,0.003206624,31.87063267,1059,bin_94,0.004432167,0.003359567,-0.36479203
bin_94,Rhizobiales,bin.94_03194,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_154_length_7727_cov_5.038170_2,0.003206624,31.87063267,1059,bin_94,0.004432167,0.003359567,-0.36479203
bin_73,Euzebyales,bin.73_00833,PF01075,Glycosyltransferase family 9 (heptosyltransferase),IPR002201,"Glycosyl transferase, family 9",GO:0016757,NODE_82880_length_4885_cov_7.058592_4,0.003205361,19.48694779,996,bin_73,0.004432167,0.003359567,-0.365167971
bin_73,Euzebyales,bin.73_01295,PF13649,Methyltransferase domain,IPR041698,Methyltransferase domain 25,-,NODE_145870_length_3496_cov_4.482709_1,0.003204169,17.40953947,608,bin_73,0.004432167,0.003359567,-0.365522779
bin_47,Nevskiales,bin.47_01056,PF02190,ATP-dependent protease La (LON) substrate-binding domain,IPR003111,"Lon, substrate-binding domain",-,NODE_12562_length_16191_cov_22.278074_12,0.003201177,62.03296703,2366,bin_47,0.004432167,0.003359567,-0.36641337
bin_47,Nevskiales,bin.47_01056,PF05362,Lon protease (S16) C-terminal proteolytic domain,IPR008269,"Peptidase S16, Lon proteolytic domain",GO:0004176|GO:0004252|GO:0006508,NODE_12562_length_16191_cov_22.278074_12,0.003201177,62.03296703,2366,bin_47,0.004432167,0.003359567,-0.36641337
bin_47,Nevskiales,bin.47_01056,PF00004,ATPase family associated with various cellular activities (AAA),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_12562_length_16191_cov_22.278074_12,0.003201177,62.03296703,2366,bin_47,0.004432167,0.003359567,-0.36641337
bin_227,Acidimicrobiales,bin.227_00202,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_101_length_192037_cov_17.101228_8,0.003165389,41.17302799,1179,bin_227,0.004432167,0.003359567,-0.377065933
bin_227,Acidimicrobiales,bin.227_00202,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_101_length_192037_cov_17.101228_8,0.003165389,41.17302799,1179,bin_227,0.004432167,0.003359567,-0.377065933
bin_227,Acidimicrobiales,bin.227_00202,PF13823,Alcohol dehydrogenase GroES-associated,IPR027399,Alcohol dehydrogenase GroES-associated,-,NODE_101_length_192037_cov_17.101228_8,0.003165389,41.17302799,1179,bin_227,0.004432167,0.003359567,-0.377065933
bin_132,Acidimicrobiales,bin.132_02732,PF00920,Dehydratase family,IPR000581,Dihydroxy-acid/6-phosphogluconate dehydratase,GO:0003824,NODE_7034_length_23423_cov_17.356599_5,0.00316185,52.02469136,1701,bin_132,0.004432167,0.003359567,-0.378119342
bin_217,Nitrosococcales,bin.217_00322,PF12849,PBP superfamily domain,IPR024370,PBP domain,-,NODE_229_length_136740_cov_24.646508_73,0.003157461,65.88285714,1050,bin_217,0.004432167,0.003359567,-0.37942576
bin_94,Rhizobiales,bin.94_03749,PF09928,Predicted small integral membrane protein (DUF2160),IPR018678,"Protein of unknown function DUF2160, transmembrane",-,NODE_277_length_1897_cov_5.384615_2,0.003156987,35.9754386,285,bin_94,0.004432167,0.003359567,-0.37956685
bin_66,Acidimicrobiales,bin.66_02145,PF02347,Glycine cleavage system P-protein,IPR020581,Glycine cleavage system P protein,GO:0004375|GO:0006546,NODE_567459_length_1555_cov_4.085333_1,0.003149092,12.43449959,1229,bin_66,0.004432167,0.003359567,-0.381916855
