Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,mean,std,Z-score
bin_81,Halobacteriales,bin.81_01661,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_46876_length_6888_cov_18.003512_2,0.004824194,43.57688889,1125,0.007416446,0.005885294,-0.440462644
bin_81,Halobacteriales,bin.81_01661,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_46876_length_6888_cov_18.003512_2,0.004824194,43.57688889,1125,0.007416446,0.005885294,-0.440462644
bin_55,Rhodothermales,bin.55_03193,PF01841,Transglutaminase-like superfamily,IPR002931,Transglutaminase-like,-,NODE_272599_length_2408_cov_28.044199_3,0.004742024,23.92424242,792,0.007416446,0.005885294,-0.454424562
bin_55,Rhodothermales,bin.55_03193,PF08379,Bacterial transglutaminase-like N-terminal region,IPR013589,"Bacterial transglutaminase-like, N-terminal",-,NODE_272599_length_2408_cov_28.044199_3,0.004742024,23.92424242,792,0.007416446,0.005885294,-0.454424562
bin_75,T1Sed10-126,bin.75_00584,PF12769,"4TM region of pyridine nucleotide transhydrogenase, mitoch",IPR024605,"NAD(P) transhydrogenase, alpha subunit, C-terminal",-,NODE_30073_length_9144_cov_6.247442_5,0.004721223,24.78596491,285,0.007416446,0.005885294,-0.457958965
bin_43,SW-10-69-26,bin.43_01085,PF00081,"Iron/manganese superoxide dismutases, alpha-hairpin domain",IPR019831,"Manganese/iron superoxide dismutase, N-terminal",GO:0004784|GO:0006801|GO:0046872,NODE_52_length_14281_cov_3.892988_14,0.004646774,32.48922056,603,0.007416446,0.005885294,-0.47060897
bin_43,SW-10-69-26,bin.43_01085,PF02777,"Iron/manganese superoxide dismutases, C-terminal domain",IPR019832,"Manganese/iron superoxide dismutase, C-terminal",GO:0004784|GO:0006801|GO:0046872,NODE_52_length_14281_cov_3.892988_14,0.004646774,32.48922056,603,0.007416446,0.005885294,-0.47060897
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_185,Bradymonadales,bin.185_02534,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_778_length_2042_cov_3.939440_2,0.004595787,26.17375887,564,0.007416446,0.005885294,-0.479272428
bin_188,Kiloniellales,bin.188_01124,PF06723,MreB/Mbl protein,-,-,,NODE_10336_length_18312_cov_38.134633_4,0.004595097,76.32183908,1044,0.007416446,0.005885294,-0.479389669
bin_122,Halobacteriales,bin.122_01112,PF00428,60s Acidic ribosomal protein,-,-,,NODE_144_length_4171_cov_3.527113_4,0.004532739,21.64367816,348,0.007416446,0.005885294,-0.489985231
bin_85,Halobacteriales,bin.85_01012,PF00406,Adenylate kinase,-,-,,NODE_120567_length_3913_cov_242.692328_3,0.004480979,363.6492891,633,0.007416446,0.005885294,-0.498780033
bin_85,Halobacteriales,bin.85_01012,PF05191,"Adenylate kinase, active site lid",IPR007862,"Adenylate kinase, active site lid domain",GO:0004017,NODE_120567_length_3913_cov_242.692328_3,0.004480979,363.6492891,633,0.007416446,0.005885294,-0.498780033
bin_18,Pseudomonadales,bin.18_00645,PF01175,Urocanase Rossmann-like domain,IPR035085,"Urocanase, Rossmann-like domain",-,NODE_12_length_44130_cov_7.788686_23,0.004466196,39.04435245,1691,0.007416446,0.005885294,-0.501291887
bin_18,Pseudomonadales,bin.18_00645,PF17391,Urocanase N-terminal domain,IPR035400,"Urocanase, N-terminal domain",-,NODE_12_length_44130_cov_7.788686_23,0.004466196,39.04435245,1691,0.007416446,0.005885294,-0.501291887
bin_18,Pseudomonadales,bin.18_00645,PF17392,Urocanase C-terminal domain,IPR035401,"Urocanase, C-terminal domain",-,NODE_12_length_44130_cov_7.788686_23,0.004466196,39.04435245,1691,0.007416446,0.005885294,-0.501291887
bin_43,SW-10-69-26,bin.43_02631,PF01200,Ribosomal protein S28e,IPR000289,Ribosomal protein S28e,GO:0003735|GO:0005840|GO:0006412,NODE_298_length_1726_cov_2.098241_3,0.004446063,15.84444444,225,0.007416446,0.005885294,-0.504712787
bin_40,Halobacteriales,bin.40_00009,PF10006,Uncharacterized conserved protein (DUF2249),IPR018720,Domain of unknown function DUF2249,-,NODE_6185_length_25392_cov_45.522635_9,0.004427106,152.8598485,264,0.007416446,0.005885294,-0.507933866
bin_191,Gammaproteobacteria,bin.191_01568,PF00120,"Glutamine synthetase, catalytic domain",IPR008146,"Glutamine synthetase, catalytic domain",GO:0004356|GO:0006807,NODE_60747_length_5876_cov_6.374334_2,0.004344335,15.51575456,1206,0.007416446,0.005885294,-0.521997904
bin_191,Gammaproteobacteria,bin.191_01568,PF03951,"Glutamine synthetase, beta-Grasp domain",IPR008147,"Glutamine synthetase, beta-Grasp domain",GO:0004356|GO:0006542|GO:0006807,NODE_60747_length_5876_cov_6.374334_2,0.004344335,15.51575456,1206,0.007416446,0.005885294,-0.521997904
bin_159,Alphaproteobacteria,bin.159_00114,PF14489,QueF-like protein,IPR029500,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,GO:0008616|GO:0033739,NODE_50858_length_6551_cov_5.924107_2,0.004340993,12.10969388,392,0.007416446,0.005885294,-0.52256576
bin_16,Rhodothermales,bin.16_00818,PF02472,Biopolymer transport protein ExbD/TolR,IPR003400,Biopolymer transport protein ExbD/TolR,GO:0022857|GO:0055085,NODE_16746_length_13422_cov_16.213885_4,0.004260055,39.32843137,408,0.007416446,0.005885294,-0.536318343
bin_50,Rhodobacterales,bin.50_01792,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_12501_length_16238_cov_14.131187_3,0.004185427,26.54679803,1218,0.007416446,0.005885294,-0.548998763
bin_50,Rhodobacterales,bin.50_01792,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_12501_length_16238_cov_14.131187_3,0.004185427,26.54679803,1218,0.007416446,0.005885294,-0.548998763
bin_50,Rhodobacterales,bin.50_01792,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_12501_length_16238_cov_14.131187_3,0.004185427,26.54679803,1218,0.007416446,0.005885294,-0.548998763
bin_18,Pseudomonadales,bin.18_01509,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_44_length_22152_cov_8.413300_12,0.004180387,38.29901961,816,0.007416446,0.005885294,-0.549855134
bin_50,Rhodobacterales,bin.50_03032,PF06808,"Tripartite ATP-independent periplasmic transporter, DctM component",IPR010656,TRAP C4-dicarboxylate transport system permease DctM subunit,-,NODE_51777_length_6479_cov_11.748599_2,0.004057828,26.22467631,1313,0.007416446,0.005885294,-0.570679751
bin_87,Kiloniellales,bin.87_01281,PF16868,NMT1-like family,IPR011852,"TRAP transporter solute receptor, TAXI family",-,NODE_54874_length_6253_cov_9.242175_2,0.004026085,33.81707317,984,0.007416446,0.005885294,-0.576073365
bin_96,Gammaproteobacteria,bin.96_00963,PF01325,"Iron dependent repressor, N-terminal DNA binding domain",IPR022687,DTXR-type HTH domain,GO:0003677,NODE_23462_length_10777_cov_12.386775_9,0.003937473,25.35540839,453,0.007416446,0.005885294,-0.591129876
bin_96,Gammaproteobacteria,bin.96_00963,PF02742,"Iron dependent repressor, metal binding and dimerisation domain",IPR001367,"Iron dependent repressor, metal binding and dimerisation domain",GO:0046914|GO:0046983,NODE_23462_length_10777_cov_12.386775_9,0.003937473,25.35540839,453,0.007416446,0.005885294,-0.591129876
bin_188,Kiloniellales,bin.188_02493,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_158491_length_3325_cov_53.584098_2,0.003829045,92.25684932,876,0.007416446,0.005885294,-0.609553424
bin_188,Kiloniellales,bin.188_02493,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_158491_length_3325_cov_53.584098_2,0.003829045,92.25684932,876,0.007416446,0.005885294,-0.609553424
bin_87,Kiloniellales,bin.87_02251,PF03767,"HAD superfamily, subfamily IIIB (Acid phosphatase)",IPR005519,"Acid phosphatase, class B-like",-,NODE_149280_length_3447_cov_9.474646_2,0.003814848,42.87064677,804,0.007416446,0.005885294,-0.611965707
bin_85,Halobacteriales,bin.85_00656,PF00512,His Kinase A (phospho-acceptor) domain,IPR003661,"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain",GO:0000155|GO:0007165,NODE_52342_length_6438_cov_150.320852_6,0.00379714,351.0963636,1650,0.007416446,0.005885294,-0.614974563
bin_85,Halobacteriales,bin.85_00656,PF02518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",IPR003594,Histidine kinase/HSP90-like ATPase,-,NODE_52342_length_6438_cov_150.320852_6,0.00379714,351.0963636,1650,0.007416446,0.005885294,-0.614974563
bin_85,Halobacteriales,bin.85_00656,PF08448,PAS fold,IPR013656,PAS fold-4,-,NODE_52342_length_6438_cov_150.320852_6,0.00379714,351.0963636,1650,0.007416446,0.005885294,-0.614974563
bin_85,Halobacteriales,bin.85_00656,PF16927,N-terminal 7TM region of histidine kinase,IPR031621,"Histidine kinase, N-terminal 7TM region",-,NODE_52342_length_6438_cov_150.320852_6,0.00379714,351.0963636,1650,0.007416446,0.005885294,-0.614974563
bin_87,Kiloniellales,bin.87_01448,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_65546_length_5615_cov_11.111871_7,0.003692473,32.76770088,1257,0.007416446,0.005885294,-0.63275906
bin_87,Kiloniellales,bin.87_01448,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_65546_length_5615_cov_11.111871_7,0.003692473,32.76770088,1257,0.007416446,0.005885294,-0.63275906
bin_87,Kiloniellales,bin.87_01448,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_65546_length_5615_cov_11.111871_7,0.003692473,32.76770088,1257,0.007416446,0.005885294,-0.63275906
bin_144,Kiloniellales,bin.144_01920,PF14489,QueF-like protein,IPR029500,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,GO:0008616|GO:0033739,NODE_163_length_5574_cov_5.955976_5,0.003675569,25.98681319,455,0.007416446,0.005885294,-0.635631304
bin_55,Rhodothermales,bin.55_01162,PF13561,Enoyl-(Acyl carrier protein) reductase,-,-,,NODE_60684_length_5879_cov_25.846154_3,0.00367413,45.6729798,792,0.007416446,0.005885294,-0.635875812
bin_18,Pseudomonadales,bin.18_01017,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_23_length_32590_cov_10.357396_13,0.003655437,42.41887906,339,0.007416446,0.005885294,-0.639052033
bin_188,Kiloniellales,bin.188_02437,PF17209,Hfq protein,IPR005001,RNA-binding protein Hfq,GO:0003723|GO:0006355,NODE_138109_length_3612_cov_38.783807_2,0.003628948,97.59920635,252,0.007416446,0.005885294,-0.643552913
bin_50,Rhodobacterales,bin.50_02126,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_50,Rhodobacterales,bin.50_02126,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_50,Rhodobacterales,bin.50_02126,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_50,Rhodobacterales,bin.50_02126,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_50,Rhodobacterales,bin.50_02126,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_50,Rhodobacterales,bin.50_02126,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_50,Rhodobacterales,bin.50_02126,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_50,Rhodobacterales,bin.50_02126,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_15881_length_13901_cov_14.800664_3,0.003618888,37.01927438,882,0.007416446,0.005885294,-0.645262258
bin_187,Halobacteriales,bin.187_01703,PF00081,"Iron/manganese superoxide dismutases, alpha-hairpin domain",IPR019831,"Manganese/iron superoxide dismutase, N-terminal",GO:0004784|GO:0006801|GO:0046872,NODE_8685_length_20502_cov_31.954614_5,0.003530628,77.1708126,603,0.007416446,0.005885294,-0.660258959
bin_187,Halobacteriales,bin.187_01703,PF02777,"Iron/manganese superoxide dismutases, C-terminal domain",IPR019832,"Manganese/iron superoxide dismutase, C-terminal",GO:0004784|GO:0006801|GO:0046872,NODE_8685_length_20502_cov_31.954614_5,0.003530628,77.1708126,603,0.007416446,0.005885294,-0.660258959
bin_96,Gammaproteobacteria,bin.96_01505,PF01841,Transglutaminase-like superfamily,IPR002931,Transglutaminase-like,-,NODE_76162_length_5137_cov_15.132625_3,0.00344319,42.62389937,795,0.007416446,0.005885294,-0.67511599
bin_96,Gammaproteobacteria,bin.96_01505,PF08379,Bacterial transglutaminase-like N-terminal region,IPR013589,"Bacterial transglutaminase-like, N-terminal",-,NODE_76162_length_5137_cov_15.132625_3,0.00344319,42.62389937,795,0.007416446,0.005885294,-0.67511599
bin_191,Gammaproteobacteria,bin.191_01032,PF00464,Serine hydroxymethyltransferase,IPR039429,Serine hydroxymethyltransferase-like domain,-,NODE_35483_length_8214_cov_8.143032_6,0.003328126,22.59208401,1238,0.007416446,0.005885294,-0.694667094
bin_6,Pseudomonadales,bin.6_01836,PF04245,37-kD nucleoid-associated bacterial protein,IPR007358,Nucleoid-associated protein NdpA,GO:0009295,NODE_33519_length_8525_cov_637.832231_3,0.003262526,1529.946746,1014,0.007416446,0.005885294,-0.705813521
bin_2,Halobacteriales,bin.147_00921,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_128068_length_3776_cov_25.934695_6,0.003237953,55.95287958,573,0.007416446,0.005885294,-0.709988843
bin_2,Halobacteriales,bin.2_02084,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_128068_length_3776_cov_25.934695_6,0.003237953,55.95287958,573,0.007416446,0.005885294,-0.709988843
bin_2,Halobacteriales,bin.2_02084,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_128068_length_3776_cov_25.934695_6,0.003237953,55.95287958,573,0.007416446,0.005885294,-0.709988843
bin_2,Halobacteriales,bin.147_00921,PF00352,"Transcription factor TFIID (or TATA-binding protein, TBP)",IPR000814,TATA-box binding protein,GO:0003677|GO:0006352,NODE_128068_length_3776_cov_25.934695_6,0.003237953,55.95287958,573,0.007416446,0.005885294,-0.709988843
bin_188,Kiloniellales,bin.188_00939,PF13458,Periplasmic binding protein,IPR028081,Leucine-binding protein domain,-,NODE_8624_length_20592_cov_39.351561_5,0.00321554,80.47753623,1380,0.007416446,0.005885294,-0.713797149
bin_87,Kiloniellales,bin.87_00035,PF14489,QueF-like protein,IPR029500,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,GO:0008616|GO:0033739,NODE_8981_length_20047_cov_11.274960_16,0.003173017,27.12688172,465,0.007416446,0.005885294,-0.721022446
bin_76,Balneolales,bin.76_01586,PF00902,Sec-independent protein translocase protein (TatC),IPR002033,Sec-independent periplasmic protein translocase TatC,GO:0016021,NODE_52_length_15311_cov_5.352238_5,0.003160429,16.46619217,843,0.007416446,0.005885294,-0.723161336
bin_50,Rhodobacterales,bin.50_00078,PF01612,3'-5' exonuclease,IPR002562,3'-5' exonuclease domain,GO:0003676|GO:0006139|GO:0008408,NODE_777_length_77080_cov_16.276663_79,0.003112691,44.16097561,615,0.007416446,0.005885294,-0.73127274
bin_191,Gammaproteobacteria,bin.191_00135,PF01654,Cytochrome bd terminal oxidase subunit I,IPR002585,Cytochrome ubiquinol oxidase subunit 1,GO:0009055|GO:0019646|GO:0070069,NODE_10432_length_18201_cov_8.001929_14,0.003103951,23.27013542,1403,0.007416446,0.005885294,-0.732757798
bin_123,Pseudomonadales,bin.123_02746,PF00291,Pyridoxal-phosphate dependent enzyme,IPR001926,Pyridoxal-phosphate dependent enzyme,-,NODE_9901_length_18792_cov_944.718792_17,0.003043089,1903.604065,1230,0.007416446,0.005885294,-0.743099167
bin_96,Gammaproteobacteria,bin.96_00607,PF00696,Amino acid kinase family,IPR001048,Aspartate/glutamate/uridylate kinase,-,NODE_12797_length_16010_cov_15.593544_5,0.003023461,40.3707483,882,0.007416446,0.005885294,-0.746434259
bin_85,Halobacteriales,bin.85_00029,PF04123,Domain of unknown function (DUF373),IPR007254,Protein of unknown function DUF373,-,NODE_3754_length_34249_cov_196.803153_30,0.002955671,403.1321085,1143,0.007416446,0.005885294,-0.7579528
bin_123,Pseudomonadales,bin.123_00091,PF13247,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_88_length_208205_cov_746.384362_93,0.002918549,1869.14791,1555,0.007416446,0.005885294,-0.764260386
bin_123,Pseudomonadales,bin.123_00091,PF14711,Respiratory nitrate reductase beta C-terminal,IPR029263,"Respiratory nitrate reductase beta, C-terminal",-,NODE_88_length_208205_cov_746.384362_93,0.002918549,1869.14791,1555,0.007416446,0.005885294,-0.764260386
bin_83,Balneolales,bin.83_01272,PF00141,Peroxidase,IPR002016,Haem peroxidase,GO:0004601|GO:0006979|GO:0020037,NODE_776_length_77083_cov_15.668562_55,0.002903941,30.75011196,2233,0.007416446,0.005885294,-0.766742505
bin_83,Balneolales,bin.83_01272,PF00141,Peroxidase,IPR002016,Haem peroxidase,GO:0004601|GO:0006979|GO:0020037,NODE_776_length_77083_cov_15.668562_55,0.002903941,30.75011196,2233,0.007416446,0.005885294,-0.766742505
bin_6,Pseudomonadales,bin.6_01998,PF00383,Cytidine and deoxycytidylate deaminase zinc-binding region,IPR002125,Cytidine and deoxycytidylate deaminase domain,-,NODE_37489_length_7931_cov_1816.533266_4,0.002875483,2646.370833,480,0.007416446,0.005885294,-0.771577947
bin_188,Kiloniellales,bin.188_02684,PF01230,HIT domain,IPR001310,Histidine triad (HIT) protein,-,NODE_326894_length_2162_cov_35.854770_2,0.002856075,68.36772487,378,0.007416446,0.005885294,-0.774875658
bin_114,Thiohalorhabdales,bin.114_00991,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_69430_length_5427_cov_6.300074_5,0.002810834,12.86094675,338,0.007416446,0.005885294,-0.782562784
bin_114,Thiohalorhabdales,bin.114_01262,PF01176,Translation initiation factor 1A / IF-1,IPR006196,"RNA-binding domain, S1, IF1 type",GO:0003723|GO:0003743|GO:0006413,NODE_109497_length_4143_cov_7.277153_7,0.002793551,34.40639269,219,0.007416446,0.005885294,-0.785499426
bin_16,Rhodothermales,bin.16_01291,PF01625,Peptide methionine sulfoxide reductase,IPR002569,Peptide methionine sulphoxide reductase MsrA,GO:0008113,NODE_45802_length_6988_cov_15.499495_6,0.002777956,71.77155172,696,0.007416446,0.005885294,-0.788149251
bin_55,Rhodothermales,bin.55_04545,PF00437,Type II/IV secretion system protein,IPR001482,Type II/IV secretion system protein,-,NODE_529048_length_1621_cov_29.722861_2,0.002734244,45.40289855,1035,0.007416446,0.005885294,-0.795576577
bin_50,Rhodobacterales,bin.50_01484,PF06723,MreB/Mbl protein,-,-,,NODE_9750_length_18971_cov_13.153679_8,0.002703173,40.27552987,1038,0.007416446,0.005885294,-0.800856007
bin_50,Rhodobacterales,bin.50_01551,PF16868,NMT1-like family,IPR011852,"TRAP transporter solute receptor, TAXI family",-,NODE_11136_length_17465_cov_13.913498_3,0.002677528,25.2826087,966,0.007416446,0.005885294,-0.805213478
bin_179,Halobacteriales,bin.179_02789,PF00252,Ribosomal protein L16p/L10e,IPR016180,Ribosomal protein L10e/L16,GO:0003735|GO:0005840|GO:0006412,NODE_97042_length_4448_cov_6.846346_6,0.00262738,30.65686275,510,0.007416446,0.005885294,-0.813734377
bin_97,Rhodothermales,bin.97_00998,PF04011,LemA family,IPR007156,MamQ/LemA,-,NODE_32704_length_8661_cov_24.608529_7,0.002610271,41.68372943,547,0.007416446,0.005885294,-0.816641454
bin_152,Kiloniellales,bin.152_01172,PF14437,MafB19-like deaminase,IPR028883,tRNA-specific adenosine deaminase,GO:0002100|GO:0008251,NODE_151073_length_3421_cov_34.477124_3,0.002586886,58.9,480,0.007416446,0.005885294,-0.820614917
bin_123,Pseudomonadales,bin.123_02389,PF06808,"Tripartite ATP-independent periplasmic transporter, DctM component",IPR010656,TRAP C4-dicarboxylate transport system permease DctM subunit,-,NODE_4238_length_31929_cov_1034.792182_12,0.002578697,2670.01153,1301,0.007416446,0.005885294,-0.822006351
bin_160,Pseudomonadales,bin.160_01331,PF01758,Sodium Bile acid symporter family,IPR002657,Bile acid:sodium symporter/arsenical resistance protein  Acr3,GO:0016020,NODE_10_length_114426_cov_53.324428_90,0.002540171,233.4845938,1071,0.007416446,0.005885294,-0.828552498
bin_71,Rhizobiales,bin.71_02317,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_2585_length_42617_cov_8.870424_18,0.002458169,22.60880503,795,0.007416446,0.005885294,-0.842485871
bin_50,Rhodobacterales,bin.50_02820,PF13669,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-,-,,NODE_38235_length_7830_cov_12.436527_10,0.002425381,22.96296296,405,0.007416446,0.005885294,-0.848057045
bin_123,Pseudomonadales,bin.123_01736,PF00006,"ATP synthase alpha/beta family, nucleotide-binding domain",IPR000194,"ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",GO:0005524,NODE_1864_length_50199_cov_1163.183332_24,0.002406238,2948.523913,1380,0.007416446,0.005885294,-0.851309728
bin_123,Pseudomonadales,bin.123_01736,PF02874,"ATP synthase alpha/beta family, beta-barrel domain",IPR004100,"ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain",GO:0046034|GO:1902600,NODE_1864_length_50199_cov_1163.183332_24,0.002406238,2948.523913,1380,0.007416446,0.005885294,-0.851309728
bin_212,T1Sed10-126,bin.212_01139,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_259527_length_2480_cov_4.840412_2,0.002359883,13.11020036,1098,0.007416446,0.005885294,-0.85918614
bin_212,T1Sed10-126,bin.212_01139,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_259527_length_2480_cov_4.840412_2,0.002359883,13.11020036,1098,0.007416446,0.005885294,-0.85918614
bin_212,T1Sed10-126,bin.212_01139,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_259527_length_2480_cov_4.840412_2,0.002359883,13.11020036,1098,0.007416446,0.005885294,-0.85918614
bin_50,Rhodobacterales,bin.50_00295,PF00126,"Bacterial regulatory helix-turn-helix protein, lysR family",IPR000847,"Transcription regulator HTH, LysR",GO:0003700|GO:0006355,NODE_1750_length_52005_cov_14.967873_40,0.002331177,33.26066897,867,0.007416446,0.005885294,-0.864063721
bin_50,Rhodobacterales,bin.50_00295,PF03466,LysR substrate binding domain,IPR005119,"LysR, substrate-binding",-,NODE_1750_length_52005_cov_14.967873_40,0.002331177,33.26066897,867,0.007416446,0.005885294,-0.864063721
bin_18,Pseudomonadales,bin.18_02056,PF08443,RimK-like ATP-grasp domain,IPR013651,"ATP-grasp fold, RimK-type",-,NODE_79_length_13545_cov_8.752599_10,0.002289509,48.75777778,900,0.007416446,0.005885294,-0.871143741
bin_18,Pseudomonadales,bin.18_02056,PF18030,RimK PreATP-grasp domain,IPR041107,"RimK, PreATP-grasp domain",-,NODE_79_length_13545_cov_8.752599_10,0.002289509,48.75777778,900,0.007416446,0.005885294,-0.871143741
bin_55,Rhodothermales,bin.55_00359,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_13772_length_15269_cov_22.233009_5,0.002258729,47.17013889,864,0.007416446,0.005885294,-0.876373726
bin_87,Kiloniellales,bin.87_00051,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_9888_length_18814_cov_10.044832_6,0.002256807,31.63492063,441,0.007416446,0.005885294,-0.876700302
